timestamp,address,values
2025-11-24T15:56:05.281537,/muse/acc,"[0.20361328125, -0.12213134765625, 0.973388671875]"
2025-11-24T15:56:05.328364,/muse/eeg,"[801.8315018315019, 773.2234432234433, 1060.915750915751, 807.4725274725275]"
2025-11-24T15:56:05.374781,/muse/acc,"[0.15869140625, -0.143798828125, 0.96795654296875]"
2025-11-24T15:56:05.451985,/muse/gyro,"[2.908477783203125, -4.463653564453125, 1.9140625]"
2025-11-24T15:56:05.514140,/muse/elements/gamma_absolute,"[0.059653274472844714, 0.173592777641506, 0.5136139700309592, 0.8051476141859751]"
2025-11-24T15:56:05.606720,/muse/eeg,"[829.6336996336996, 784.9084249084249, 13.296703296703297, 764.3589743589744]"
2025-11-24T15:56:05.559879,/muse/eeg,"[751.4652014652015, 765.5677655677656, 921.5018315018315, 776.0439560439561]"
2025-11-24T15:56:05.685583,/muse/acc,"[0.295166015625, -0.127197265625, 0.98822021484375]"
2025-11-24T15:56:05.778873,/muse/eegAux,"[nan, nan, 0.0, 0.0]"
2025-11-24T15:56:05.857029,/muse/eeg,"[786.5201465201466, 767.5824175824176, 1435.6410256410256, 811.5018315018315]"
2025-11-24T15:56:05.997644,/muse/eeg,"[780.0732600732601, 777.6556776556777, 301.7948717948718, 768.3882783882784]"
2025-11-24T15:56:06.059233,/muse/eegAux,"[nan, nan, 0.0, 0.0]"
2025-11-24T15:56:06.168855,/muse/acc,"[0.443359375, -0.11810302734375, 0.9217529296875]"
2025-11-24T15:56:06.215643,/muse/eegAux,"[nan, nan, 0.0, 0.0]"
2025-11-24T15:56:06.105881,/muse/eeg,"[839.3040293040293, 783.6996336996338, 142.63736263736263, 815.934065934066]"
2025-11-24T15:56:06.307220,/muse/elements/alpha_absolute,"[0.9557708950555202, 1.3995814665264072, 0.9472492683000144, 1.127429057239838]"
2025-11-24T15:56:06.337886,/muse/gyro,"[7.962799072265625, 7.91046142578125, 1.24114990234375]"
2025-11-24T15:56:06.415240,/muse/gyro,"[7.962799072265625, 7.91046142578125, 1.24114990234375]"
2025-11-24T15:56:06.492125,/muse/acc,"[0.2999267578125, -0.1173095703125, 0.94586181640625]"
2025-11-24T15:56:06.539481,/muse/eeg,"[726.0805860805862, 792.967032967033, 863.4798534798535, 805.8608058608058]"
2025-11-24T15:56:06.618817,/muse/eeg,"[723.2600732600732, 775.6410256410256, 834.0659340659341, 808.2783882783883]"
2025-11-24T15:56:06.665700,/muse/acc,"[0.23779296875, -0.105224609375, 0.9500732421875]"
2025-11-24T15:56:06.742842,/muse/acc,"[0.23779296875, -0.105224609375, 0.9500732421875]"
2025-11-24T15:56:06.804038,/muse/eegAux,"[nan, nan, 0.0, 0.0]"
2025-11-24T15:56:06.865226,/muse/eeg,"[843.3333333333334, 783.2967032967033, 716.007326007326, 803.4432234432235]"
2025-11-24T15:56:06.927753,/muse/eegAux,"[nan, nan, 0.0, 0.0]"
2025-11-24T15:56:06.973985,/muse/eeg,"[761.941391941392, 778.8644688644689, 1230.5494505494505, 792.5641025641025]"
2025-11-24T15:56:07.049524,/muse/eegAux,"[nan, nan, 0.0, 0.0]"
2025-11-24T15:56:07.081100,/muse/eeg,"[794.981684981685, 790.5494505494506, 598.3516483516484, 834.8717948717949]"
2025-11-24T15:56:07.160222,/muse/eeg,"[796.996336996337, 783.6996336996338, 903.3699633699634, 771.2087912087912]"
2025-11-24T15:56:07.393358,/muse/eegAux,"[nan, nan, 0.0, 0.0]"
2025-11-24T15:56:07.283843,/muse/eegAux,"[nan, nan, 0.0, 0.0]"
2025-11-24T15:56:07.456590,/muse/eeg,"[770.8058608058608, 780.8791208791209, 933.1868131868132, 764.7619047619048]"
2025-11-24T15:56:07.502631,/muse/eeg,"[903.7728937728938, 768.3882783882784, 523.8095238095239, 852.6007326007326]"
2025-11-24T15:56:07.548917,/muse/eegAux,"[nan, nan, 0.0, 0.0]"
2025-11-24T15:56:07.688761,/muse/eeg,"[759.5238095238095, 761.5384615384615, 1172.1245421245421, 819.96336996337]"
2025-11-24T15:56:07.782206,/muse/eeg,"[757.1062271062272, 760.7326007326008, 999.6703296703297, 827.2161172161173]"
2025-11-24T15:56:07.827713,/muse/eegAux,"[nan, nan, 0.0, 0.0]"
2025-11-24T15:56:07.905627,/muse/gyro,"[6.44500732421875, 5.435638427734375, -2.88604736328125]"
2025-11-24T15:56:08.061005,/muse/eeg,"[811.9047619047619, 774.4322344322345, 1087.912087912088, 821.1721611721612]"
2025-11-24T15:56:07.998308,/muse/eeg,"[802.6373626373627, 773.2234432234433, 802.6373626373627, 803.4432234432235]"
2025-11-24T15:56:08.138739,/muse/acc,"[0.2357177734375, -0.1068115234375, 0.97125244140625]"
2025-11-24T15:56:08.170360,/muse/acc,"[0.21063232421875, -0.09912109375, 0.97515869140625]"
2025-11-24T15:56:08.217393,/muse/eeg,"[765.5677655677656, 757.9120879120879, 195.01831501831504, 780.8791208791209]"
2025-11-24T15:56:08.264776,/muse/eeg,"[799.8168498168499, 784.5054945054945, 752.6739926739926, 778.4615384615385]"
2025-11-24T15:56:08.311983,/muse/gyro,"[3.1402587890625, -2.07855224609375, -2.654266357421875]"
2025-11-24T15:56:08.374923,/muse/gyro,"[2.58697509765625, -5.869293212890625, -2.086029052734375]"
2025-11-24T15:56:08.405622,/muse/gyro,"[2.58697509765625, -5.869293212890625, -2.086029052734375]"
2025-11-24T15:56:08.436270,/muse/acc,"[0.1790771484375, -0.1005859375, 0.9920654296875]"
2025-11-24T15:56:08.515118,/muse/eeg,"[821.978021978022, 791.3553113553114, 791.7582417582418, 807.8754578754579]"
2025-11-24T15:56:08.467629,/muse/gyro,"[-2.684173583984375, -12.807769775390625, 3.72344970703125]"
2025-11-24T15:56:08.546544,/muse/eegAux,"[nan, nan, 0.0, 0.0]"
2025-11-24T15:56:08.609333,/muse/eeg,"[693.040293040293, 733.7362637362637, 650.3296703296703, 811.9047619047619]"
2025-11-24T15:56:08.656242,/muse/eeg,"[715.6043956043957, 765.9706959706959, 648.3150183150183, 814.3223443223443]"
2025-11-24T15:56:08.687706,/muse/eeg,"[767.5824175824176, 788.9377289377289, 425.0915750915751, 817.948717948718]"
2025-11-24T15:56:08.765599,/muse/eeg,"[778.0586080586081, 783.6996336996338, 391.64835164835165, 795.7875457875458]"
2025-11-24T15:56:08.860365,/muse/eeg,"[693.4432234432235, 776.8498168498169, 1241.4285714285716, 771.2087912087912]"
